YEAR,CERT,NAMEFULL,BRNUM,ADDRESBR,NAMEBR,BRSERTYP,CITY2BR,CNTYNAMB,CNTYNUMB,DEPSUMBR,BKMO,SIMS_ACQUIRED_DATE,SIMS_ESTABLISHED_DATE,SIMS_LATITUDE,SIMS_LONGITUDE,STNAMEBR,STNUMBR,UNINUMBR,ZIPBR
2014,18409,"TD Bank, National Association",26,756 Roosevelt Trail,North Windham Branch,11,Windham,Cumberland,5,68518,0,2/1/1985,11/26/1980,43.835158,-70.439233,Maine,23,242576,4062
2014,18409,"TD Bank, National Association",27,217 Main Street,Lewiston-Main St. Branch,11,Lewiston,Androscoggin,1,85158,0,2/1/1985,1875-01-01,44.099673,-70.216708,Maine,23,11752,4240
2014,18409,"TD Bank, National Association",28,790 Lisbon Street,Lewiston 790 Lisbon St. Branch,11,Lewiston,Androscoggin,1,51993,0,2/1/1985,11/12/1971,44.085704,-70.206082,Maine,23,242835,4240
2014,18409,"TD Bank, National Association",31,449 Forest Avenue,Portland 449 Forest Ave Branch,11,Portland,Cumberland,5,89539,0,2/1/1985,5/10/1984,43.666223,-70.276911,Maine,23,242577,4101
2014,18409,"TD Bank, National Association",35,878 Stillwater Avenue,Stillwater Ave./Bangor,11,Bangor,Penobscot,19,26029,0,,10/1/1986,44.838334,-68.746658,Maine,23,245320,4401
2014,18409,"TD Bank, National Association",37,163 Broadway,"Farmington, Me Branch",11,Farmington,Franklin,7,50396,0,1/1/1988,1890-01-01,44.670933,-70.150454,Maine,23,2792,4938
2014,18409,"TD Bank, National Association",38,56 Portland Road,Kennebunk Branch,11,Kennebunk,York,31,41156,0,,10/19/1987,43.394538,-70.532037,Maine,23,245321,4043
2014,18409,"TD Bank, National Association",39,477 Congress Street #481,Portland-481congress Branch,11,Portland,Cumberland,5,76672,0,,4/25/1988,43.657005,-70.259812,Maine,23,245322,4101
2014,18409,"TD Bank, National Association",48,299 Elm Street,Biddeford Branch,11,Biddeford,York,31,41738,0,,2/22/1990,43.488489,-70.465694,Maine,23,245323,4005
2014,18409,"TD Bank, National Association",53,23 Portland Road,Gray Branch,11,Gray,Cumberland,5,41215,0,9/7/1990,1/1/1915,43.881667,-70.329537,Maine,23,267516,4039
2014,18409,"TD Bank, National Association",59,4 Hannaford Drive,Scarborough Branch,11,Scarborough,Cumberland,5,118650,0,9/7/1990,1/1/1915,43.591141,-70.334515,Maine,23,267522,4074
2014,18409,"TD Bank, National Association",61,1586 Main St,Oxford Branch,11,Oxford,Oxford,17,53711,0,3/31/1993,10/24/1972,44.194513,-70.525024,Maine,23,14396,4270
2014,18409,"TD Bank, National Association",67,127 Long Sands Road,York Branch,11,York,York,31,60303,0,,6/13/1994,43.14828,-70.642061,Maine,23,245325,3909
2014,18409,"TD Bank, National Association",68,10 Great Falls Plaza,Auburn-Great Falls Branch,11,Auburn,Androscoggin,1,125021,0,7/31/1994,3/14/1983,44.09901,-70.226259,Maine,23,44760,4210
2014,18409,"TD Bank, National Association",78,14 Sweden Street,Caribou Branch,11,Caribou,Aroostook,3,30586,0,6/17/1995,1890-01-01,46.860293,-68.01274,Maine,23,7263,4736
2014,18409,"TD Bank, National Association",81,101 Western Avenue,Augusta Branch,11,Augusta,Kennebec,11,134357,0,,1/2/1996,44.312444,-69.79089,Maine,23,245327,4330
2014,18409,"TD Bank, National Association",82,508 Wilson Street,Brewer Branch,11,Brewer,Penobscot,19,27790,0,,5/8/1996,44.780783,-68.743528,Maine,23,245328,4412
2014,18409,"TD Bank, National Association",85,600 Center Street,Auburn Shaw's Branch,12,Auburn,Androscoggin,1,20148,0,,11/15/1996,44.121094,-70.225431,Maine,23,245331,4210
2014,18409,"TD Bank, National Association",86,35 Elm Street,Brunswick Hannaford Branch,12,Brunswick,Cumberland,5,41146,0,,4/4/1997,43.912396,-69.966484,Maine,23,245332,4011
2014,18409,"TD Bank, National Association",88,4 Scammon Street,Saco Branch,12,Saco,York,31,33216,0,,12/10/1996,43.500214,-70.447412,Maine,23,245334,4072
2014,18409,"TD Bank, National Association",93,9 Market Street,"Market Street, Me Branch",11,South Portland,Cumberland,5,125778,0,10/1/1997,9/10/1984,43.635971,-70.253453,Maine,23,258129,4106
2014,18409,"TD Bank, National Association",94,200 US Route One,Falmouth Branch,11,Falmouth,Cumberland,5,105264,0,10/1/1997,3/28/1988,43.74842,-70.28465,Maine,23,258130,4105
2014,18409,"TD Bank, National Association",95,362 Allen Avenue,Northgate Branch,11,Portland,Cumberland,5,107195,0,10/1/1997,10/2/1989,43.700465,-70.287488,Maine,23,258131,4103
2014,18409,"TD Bank, National Association",96,176 Main Street,Bridgton Branch,11,Bridgton,Cumberland,5,37322,0,10/1/1997,12/6/1933,44.054446,-70.706769,Maine,23,224432,4009
2014,18409,"TD Bank, National Association",98,250 Maine Mall Road,Maine Mall Branch,11,South Portland,Cumberland,5,74911,0,10/1/1997,12/22/1970,43.637643,-70.335005,Maine,23,224456,4106
2014,18409,"TD Bank, National Association",100,1237 Main Street,Sanford 1237 Main St. Branch,11,Sanford,York,31,69371,0,10/1/1997,7/15/1971,43.419854,-70.756585,Maine,23,224458,4073
2014,18409,"TD Bank, National Association",106,10 Tibbetts Drive,Brunswick-Tibbetts Drive Branch,11,Brunswick,Cumberland,5,24206,0,,10/24/1997,43.908412,-69.910743,Maine,23,245336,4011
2014,18409,"TD Bank, National Association",108,111 Ossipee Trail,Standish Hannaford Branch,12,Standish,Cumberland,5,29674,0,,12/19/1997,43.734492,-70.561073,Maine,23,245338,4084
2014,18409,"TD Bank, National Association",379,15 Piper Road,Piper Shores Branch,23,Scarborough,Cumberland,5,0,0,,7/31/2001,43.562418,-70.289466,Maine,23,363712,4074
2014,18409,"TD Bank, National Association",719,95 Main Street,Gorham Branch,11,Gorham,Cumberland,5,20884,0,,11/14/2005,43.680755,-70.439488,Maine,23,449804,4038
2014,18409,"TD Bank, National Association",1388,1 Portland Square,Portland-1 Portland Sq Branch,11,Portland,Cumberland,5,317784,0,,6/30/2010,43.658665,-70.261387,Maine,23,511412,4101
2014,19531,Machias Savings Bank,0,4 Center Street,Machias Savings Bank,11,Machias,Washington,29,343498,1,,1869-03-05,44.715162,-67.457763,Maine,23,13331,4654
2014,19531,Machias Savings Bank,1,210 North Street,Calais Branch,11,Calais,Washington,29,44299,0,,3/20/1978,45.173733,-67.289337,Maine,23,248710,4619
2014,19531,Machias Savings Bank,2,357 US Highway 1,Columbia Branch,11,Columbia Falls,Washington,29,29361,0,,1/27/1986,44.682534,-67.711899,Maine,23,248711,4623
2014,19531,Machias Savings Bank,3,"667 Houlton Road, Suite 6",Baileyville Branch,11,Baileyville,Washington,29,10350,0,,11/30/1987,45.163692,-67.432847,Maine,23,248712,4694
2014,19531,Machias Savings Bank,4,93 High Street,Ellsworth Branch,11,Ellsworth,Hancock,9,74811,0,,3/28/1988,44.538661,-68.415278,Maine,23,248713,4605
2014,19531,Machias Savings Bank,5,127 Main Street,Princeton Branch,11,Princeton,Washington,29,23418,0,,6/18/1990,45.222407,-67.570408,Maine,23,248714,4668
2014,19531,Machias Savings Bank,7,138 North Street,Houlton Branch,11,Houlton,Aroostook,3,66458,0,,7/5/1992,46.135774,-67.839351,Maine,23,248715,4730
2014,19531,Machias Savings Bank,8,96 Cottage Street,Bar Harbor Branch,11,Bar Harbor,Hancock,9,53537,0,12/4/1992,1/17/1977,44.389193,-68.209271,Maine,23,228842,4609
2014,19531,Machias Savings Bank,9,38 Depot Street,Danforth Branch,11,Danforth,Washington,29,13928,0,,4/11/2000,45.655433,-67.867324,Maine,23,334434,4424
2014,19531,Machias Savings Bank,10,29 Main Street,Lincoln Branch,11,Lincoln,Penobscot,19,32238,0,,1/14/2002,45.363518,-68.503882,Maine,23,362860,4457
2014,19531,Machias Savings Bank,11,1126 Hammond Street,Bangor Branch,11,Bangor,Penobscot,19,103539,0,,11/1/2004,44.795581,-68.827803,Maine,23,432906,4401
2014,19531,Machias Savings Bank,12,248 State Street,Ellsworth State Street Branch,11,Ellsworth,Hancock,9,5626,0,,9/5/2007,44.549698,-68.426814,Maine,23,467930,4605
2014,19531,Machias Savings Bank,13,3 Glen Street,Rockland Branch,11,Rockland,Knox,13,26855,0,3/7/2008,5/8/1995,44.123359,-69.099173,Maine,23,278299,4841
2014,19531,Machias Savings Bank,14,581 Wilson Street,Brewer Branch,12,Brewer,Penobscot,19,23180,0,,4/2/2012,44.779002,-68.739597,Maine,23,530318,4412
2014,19531,Machias Savings Bank,15,9 Dyer Street,Presque Isle Branch,11,Presque Isle,Aroostook,3,28124,0,12/14/2013,4/9/1990,46.68276,-68.01863,Maine,23,46116,4769
2014,19531,Machias Savings Bank,16,142 Bennett Drive,Caribou Branch,11,Caribou,Aroostook,3,17744,0,12/14/2013,6/4/1990,46.870087,-68.003044,Maine,23,289089,4736
2014,19531,Machias Savings Bank,17,6 Penobscot Valley Avenue,Lincoln Branch,11,Lincoln,Penobscot,19,11096,0,12/14/2013,9/14/1992,45.422018,-68.460661,Maine,23,289090,4457
2014,19532,Skowhegan Savings Bank,0,7 Elm Street,Skowhegan Savings Bank,11,Skowhegan,Somerset,25,101105,1,,1869-10-02,44.765741,-69.720158,Maine,23,13332,4976
2014,19532,Skowhegan Savings Bank,1,284 Main Street,Bingham Branch,11,Bingham,Somerset,25,16071,0,,10/28/1974,45.051381,-69.881168,Maine,23,248716,4920
2014,19532,Skowhegan Savings Bank,2,81-83 Church Street,Dexter Branch,11,Dexter,Penobscot,19,35960,0,,10/15/1974,45.030447,-69.286273,Maine,23,248717,4930
2014,19532,Skowhegan Savings Bank,3,188 Main Street,Madison Branch,11,Madison,Somerset,25,34155,0,,2/7/1977,44.797911,-69.878353,Maine,23,248718,4950
2014,19532,Skowhegan Savings Bank,4,78 Waterville Road,East Front Street Branch,11,Skowhegan,Somerset,25,18717,0,,6/7/1982,44.763117,-69.709472,Maine,23,248719,4976
2014,19532,Skowhegan Savings Bank,5,Hunnewell Avenue,Hunnewell Branch,11,Pittsfield,Somerset,25,11795,0,,10/19/1987,44.755973,-69.428302,Maine,23,248720,4967
2014,19532,Skowhegan Savings Bank,7,92 Main Street,Fairfield Branch,11,Fairfield,Somerset,25,17839,0,3/16/1998,10/9/1933,44.579812,-69.60684,Maine,23,226042,4937
2014,19532,Skowhegan Savings Bank,8,9 Main Street,Norridgewock Branch,11,Norridgewock,Somerset,25,16226,0,3/16/1998,4/6/1964,44.713599,-69.796397,Maine,23,226051,4957
2014,19532,Skowhegan Savings Bank,14,Nichols and Canada Roads,Jackman Branch,11,Jackman,Somerset,25,24701,0,8/19/2010,7/22/1985,45.629278,-70.311832,Maine,23,250151,4945
2014,19532,Skowhegan Savings Bank,16,61 Academy Circle,Skowhegan High School Branch,29,Skowhegan,Somerset,25,5,0,,2/28/2012,44.751802,-69.729071,Maine,23,532132,4976
2014,19532,Skowhegan Savings Bank,17,450 Civic Center Drive,Augusta Branch,11,Augusta,Kennebec,11,18456,0,,6/17/2013,44.361308,-69.796417,Maine,23,542746,4330
2014,19532,Skowhegan Savings Bank,18,9 School Street,Stratton Branch,11,Stratton,Franklin,7,10758,0,10/4/2013,10/3/1988,45.140835,-70.438053,Maine,23,254254,4982
2014,19532,Skowhegan Savings Bank,19,2484 Main Street,Rangeley Branch,11,Rangeley,Franklin,7,20076,0,10/4/2013,3/31/1965,44.964666,-70.642353,Maine,23,202553,4970
2014,19532,Skowhegan Savings Bank,20,124 Main Street,Phillips Branch,11,Phillips,Franklin,7,12774,0,10/4/2013,11/2/1953,44.824431,-70.345504,Maine,23,202554,4966
2014,19532,Skowhegan Savings Bank,21,7 Depot Street,Depot and Main Street Branch,11,Kingfield,Franklin,7,26081,0,10/4/2013,2/17/1998,44.958578,-70.156059,Maine,23,254257,4947
2014,19532,Skowhegan Savings Bank,22,134 Hannaford Drive,Farmington Branch,11,Farmington,Franklin,7,14621,0,10/4/2013,6/14/1993,44.651799,-70.150861,Maine,23,254256,4938
2014,19686,The Bank of Maine,0,2 Canal Plaza,The Bank Of Maine,11,Portland,Cumberland,5,37648,1,,1834-06-26,43.661885,-70.258516,Maine,23,13485,4101
2014,19686,The Bank of Maine,1,52 Bath Road,Wiscasset Branch,11,Wiscasset,Lincoln,15,31413,0,,5/19/1971,44.00463,-69.670725,Maine,23,249219,4578
2014,19686,The Bank of Maine,2,111 Main Street,Richmond Branch,11,Richmond,Sagadahoc,23,21934,0,,11/19/1976,44.089025,-69.808047,Maine,23,249220,4357
2014,19686,The Bank of Maine,4,9 Pond Road,Manchester Branch,11,Manchester,Kennebec,11,28803,0,,11/1/1987,44.323972,-69.862186,Maine,23,249222,4351
2014,19686,The Bank of Maine,5,96 State Street,Augusta Branch,11,Augusta,Kennebec,11,42253,0,,1/18/1991,44.315106,-69.777624,Maine,23,249223,4330
2014,19686,The Bank of Maine,6,14 Winthrop Street,143 Water Street Branch,11,Hallowell,Kennebec,11,25331,0,12/31/1978,1889-01-01,44.287122,-69.791205,Maine,23,43804,4347
2014,19686,The Bank of Maine,7,2 Main Street,Winthrop Branch,11,Winthrop,Kennebec,11,18417,0,,12/5/1992,44.305192,-69.9773,Maine,23,249224,4364
2014,19686,The Bank of Maine,8,7 Chandler Drive,Bath Branch,11,Bath,Sagadahoc,23,40694,0,,6/12/1995,43.911353,-69.846246,Maine,23,249225,4530
2014,19686,The Bank of Maine,10,6 Gurnet Road,Brunswick Branch,11,Brunswick,Cumberland,5,19015,0,,6/12/1995,43.906785,-69.91596,Maine,23,249227,4011
2014,19686,The Bank of Maine,12,16 Topsham Fair Mall Road,Topsham Branch,11,Topsham,Sagadahoc,23,13537,0,,6/30/1996,43.93911,-69.976203,Maine,23,249229,4086
2014,19686,The Bank of Maine,13,137 Main Street,Brunswick Branch,11,Brunswick,Cumberland,5,16841,0,,6/30/1996,43.913517,-70.030097,Maine,23,249230,4011
2014,19686,The Bank of Maine,14,66 Eastern Avenue,Augusta Branch,11,Augusta,Kennebec,11,37273,0,,11/18/1996,44.309688,-69.76477,Maine,23,249231,4330
2014,19686,The Bank of Maine,15,268 Water Street,Randolph Branch,11,Randolph,Kennebec,11,11133,0,,6/18/1997,44.228866,-69.765101,Maine,23,249232,4346
2014,19686,The Bank of Maine,16,258 Kennedy Memorial Drive,Kennedy Memorial Drive Branch,11,Waterville,Kennebec,11,40656,0,,10/14/1997,44.543372,-69.66588,Maine,23,249233,4901
2014,19686,The Bank of Maine,19,4 Universitiy Drive,Augusta Branch,11,Augusta,Kennebec,11,19232,0,5/18/2001,12/2/1996,44.343198,-69.793776,Maine,23,265845,4330
2014,19686,The Bank of Maine,26,344 Main Street,Calais Federal Savings and Loan Association Branch,11,Calais,Washington,29,19881,0,5/18/2007,9/25/1936,45.188985,-67.278758,Maine,23,42590,4619
2014,19686,The Bank of Maine,27,189 Townsend Avenue,Boothbay Harbor Branch,11,Boothbay Harbor,Lincoln,15,17841,0,,3/20/2000,43.860859,-69.6266,Maine,23,464443,4538
2014,19686,The Bank of Maine,29,51 Main Street,Oakland Branch,11,Oakland,Kennebec,11,12570,0,,7/7/2003,44.547672,-69.716934,Maine,23,464450,4963
2014,19686,The Bank of Maine,31,36 Portland Road,Rivergreen Branch,11,Kennebunk,York,31,34591,0,9/20/2008,3/13/2003,43.392863,-70.533392,Maine,23,363925,4043
2014,19686,The Bank of Maine,33,640 Main Street,Saco Branch,11,Saco,York,31,20226,0,9/20/2008,8/16/2006,43.539205,-70.462422,Maine,23,454326,4072
2014,19686,The Bank of Maine,34,659 Route 1,York Branch,11,York,York,31,16061,0,9/20/2008,12/27/2006,43.158757,-70.652417,Maine,23,457522,3909
2014,19686,The Bank of Maine,36,6 M and M Place,Machias Branch,11,Machias,Washington,29,5335,0,,5/18/2007,44.883623,-67.648562,Maine,23,495853,4654
2014,19686,The Bank of Maine,37,190 Water Street,Gardiner Branch,11,Gardiner,Kennebec,11,103237,0,,6/27/2011,44.229396,-69.771507,Maine,23,521877,4345
2014,19686,The Bank of Maine,38,190 Water Street,Virtual Branch,13,Gardiner,Kennebec,11,2645,0,,7/8/2011,44.229276,-69.771424,Maine,23,532366,4345
2014,19686,The Bank of Maine,39,1 Huntington Drive,Huntington Common Branch,29,Kennebunk,York,31,0,0,,9/19/2008,43.402768,-70.53029,Maine,23,533348,4043
2014,19686,The Bank of Maine,40,240 US Route 1,Falmouth Branch,11,Falmouth,Cumberland,5,8510,0,,9/10/2012,                         .,                         .,Maine,23,541475,4105
2014,19690,Northeast Bank,0,500 Canal Street,Northeast Bank,11,Lewiston,Androscoggin,1,0,1,,1872-02-05,44.090365,-70.214603,Maine,23,13489,4240
2014,19690,Northeast Bank,1,Main Street,Harrison Branch,11,Harrison,Cumberland,5,17317,0,,5/12/1975,                         .,                         .,Maine,23,249240,4040
2014,19690,Northeast Bank,2,235 Main Street,Oxford Hill Branch,11,South Paris,Oxford,17,46103,0,,3/27/1978,44.213924,-70.523427,Maine,23,249241,4281
2014,19690,Northeast Bank,5,2 Depot Street,Buckfield Branch,11,Buckfield,Oxford,17,19914,0,,10/31/1994,44.280157,-70.380061,Maine,23,249244,4220
2014,19690,Northeast Bank,6,186 Maine Street,186 Main Street Branch,11,Brunswick,Cumberland,5,74635,0,7/1/1996,1888-01-01,43.90651,-69.965535,Maine,23,42675,4011
2014,19690,Northeast Bank,9,232 Center Street,Auburn Branch,11,Auburn,Androscoggin,1,37093,0,,2/10/1997,44.109016,-70.225723,Maine,23,249245,4210
2014,19690,Northeast Bank,11,235 Western Avenue,Augusta Branch,11,Augusta,Kennebec,11,42664,0,10/24/1997,3/29/1993,44.314556,-69.801363,Maine,23,262213,4330
2014,19690,Northeast Bank,13,77 Middle Street,Portland Branch,11,Portland,Cumberland,5,33342,0,,11/4/2002,43.659649,-70.251244,Maine,23,442637,4101
2014,19690,Northeast Bank,14,11 Main Street,Bethel Branch,11,Bethel,Oxford,17,45368,0,,7/1/1997,44.404697,-70.790708,Maine,23,442942,4217
2014,19690,Northeast Bank,15,500 Canal Street,Lewiston Gateway Branch,11,Lewiston,Androscoggin,1,196270,0,,8/29/2005,44.090365,-70.214603,Maine,23,453457,4240
2014,19690,Northeast Bank,16,1399 Maine Street,Poland Branch,11,Poland,Androscoggin,1,19956,0,,2/12/2010,44.069579,-70.407142,Maine,23,510427,4274
2014,19690,Northeast Bank,17,500 Canal Street,Ablebank.com Branch,13,Lewiston,Androscoggin,1,63226,0,,1/26/2012,44.090146,-70.214394,Maine,23,532133,4240
2014,19836,Franklin Savings Bank,0,197 Main Street,Franklin Savings Bank,11,Farmington,Franklin,7,98590,1,,1868-11-16,44.679539,-70.156717,Maine,23,13629,4938
2014,19836,Franklin Savings Bank,1,155-157 Congress Street,Rumford Branch,11,Rumford,Oxford,17,58732,0,,4/1/1968,44.549477,-70.544065,Maine,23,249649,4276
2014,19836,Franklin Savings Bank,2,9 Main Street,Jay Branch,11,Jay,Franklin,7,21935,0,,3/30/1970,44.479069,-70.196414,Maine,23,249650,4239
2014,19836,Franklin Savings Bank,3,2573 Main Street,Rangeley Branch,11,Rangeley,Franklin,7,25513,0,,2/3/1975,44.966594,-70.6456,Maine,23,249651,4970
2014,19836,Franklin Savings Bank,5,194 Madison Street,Somerset Branch,11,Skowhegan,Somerset,25,26546,0,,11/8/1976,44.770878,-69.721946,Maine,23,249653,4976
2014,19836,Franklin Savings Bank,6,603 Main Street,Wilton Branch,23,Wilton,Franklin,7,12368,0,,1/31/1977,44.592152,-70.228762,Maine,23,249654,4294
2014,19836,Franklin Savings Bank,7,129 Seamon Road,Mt. Blue High School Branch,29,Farmington,Franklin,7,680,0,,9/7/1993,44.639715,-70.12983,Maine,23,249655,4938
2014,20931,Damariscotta Bank & Trust Co.,0,25 Main Street,Damariscotta Bank & Trust Co.,11,Damariscotta,Lincoln,15,76608,1,,1/22/1973,44.034082,-69.538088,Maine,23,14460,4543
2014,20931,Damariscotta Bank & Trust Co.,1,State Routes 130 and 32,Bristol Branch,11,New Harbor,Lincoln,15,6704,0,,6/14/1973,43.862717,-69.505668,Maine,23,251923,4554
2014,20931,Damariscotta Bank & Trust Co.,2,Route 90 and Western Road,Warren Branch,11,Warren,Knox,13,21205,0,,5/22/1989,44.120747,-69.252865,Maine,23,251924,4864
2014,20931,Damariscotta Bank & Trust Co.,3,"Reny's Belfast Plaza, Routes 1 and 3",Belfast Branch,11,Belfast,Waldo,27,17296,0,,7/9/1998,44.448432,-69.059243,Maine,23,251925,4915
2014,20931,Damariscotta Bank & Trust Co.,4,17 Sennebec Road,Union Branch,11,Union,Knox,13,14323,0,,8/1/2001,44.21711,-69.27553,Maine,23,365006,4862
2014,20931,Damariscotta Bank & Trust Co.,5,619 Main Street,Damariscotta Branch,11,Damariscotta,Lincoln,15,13777,0,,6/30/2008,44.044973,-69.505832,Maine,23,477931,4543
2014,27334,People's United Bank,213,467 Congress Street,Maine Bank & Trust Company Branch,11,Portland,Cumberland,5,158807,0,1/1/2009,11/20/1991,43.657223,-70.259526,Maine,23,47364,4103
2014,27334,People's United Bank,214,188 U.S. Route 1,Falmouth,11,Falmouth,Cumberland,5,32186,0,1/1/2009,3/18/1992,43.74977,-70.285611,Maine,23,289702,4105
2014,27334,People's United Bank,215,15 Hinckley Drive,South Portland Branch,11,South Portland,Cumberland,5,39548,0,1/1/2009,6/5/1992,43.636856,-70.250846,Maine,23,289703,4106
2014,27334,People's United Bank,216,112 Maine Street,Brunswick Branch,11,Brunswick,Cumberland,5,30405,0,1/1/2009,9/4/1992,43.911674,-69.963414,Maine,23,289704,4011
2014,27334,People's United Bank,217,439 U.S. Route 1,Scarborough,11,Scarborough,Cumberland,5,18371,0,1/1/2009,8/4/1994,43.58999,-70.368198,Maine,23,289705,4074
2014,27334,People's United Bank,218,780 Roosevelt Trail,North Windham Branch,11,Windham,Cumberland,5,12762,0,1/1/2009,11/22/1995,43.837849,-70.441573,Maine,23,289710,4062
2014,27334,People's United Bank,219,233 Main Street,Yarmouth Branch,11,Yarmouth,Cumberland,5,25520,0,1/1/2009,12/18/1995,43.801212,-70.188188,Maine,23,289711,4096
2014,27334,People's United Bank,220,790 Main Street,Westbrook Branch,11,Westbrook,Cumberland,5,16451,0,1/1/2009,2/22/1996,43.676362,-70.36336,Maine,23,289712,4092
2014,27334,People's United Bank,221,129 Federal Road,Kezar Falls Branch,11,Parsonsfield,York,31,23977,0,1/1/2009,5/26/1976,43.806184,-70.876176,Maine,23,242660,4047
2014,27334,People's United Bank,223,28 Adams Street,Biddeford Branch,11,Biddeford,York,31,34116,0,1/1/2009,11/14/1996,43.492847,-70.456565,Maine,23,289714,4005
2014,27334,People's United Bank,225,201 Main Street,Merrill Merchants Bank Branch,11,Bangor,Penobscot,19,93159,0,1/1/2009,10/19/1992,44.79753,-68.773454,Maine,23,47813,4402
2014,27334,People's United Bank,226,992 Union Street,Union Street Branch,11,Bangor,Penobscot,19,25423,0,1/1/2009,3/9/1970,44.815894,-68.808036,Maine,23,180728,4401
2014,27334,People's United Bank,227,920 Stillwater Avenue,Crossroads Branch,11,Bangor,Penobscot,19,17092,0,1/1/2009,10/5/1978,44.840043,-68.745332,Maine,23,180734,4401
2014,27334,People's United Bank,228,109 Main Street,Pittsfield Branch,11,Pittsfield,Somerset,25,16222,0,1/1/2009,9/19/1933,44.783288,-69.382072,Maine,23,2801,4967
2014,27334,People's United Bank,229,366 Wilson Street,Brewer Branch,11,Brewer,Penobscot,19,28054,0,1/1/2009,5/10/1954,44.78564,-68.753966,Maine,23,202432,4412
2014,27334,People's United Bank,230,69 Main Street,Orono Branch,11,Orono,Penobscot,19,27182,0,1/1/2009,5/22/1972,44.881791,-68.673513,Maine,23,202436,4473
2014,27334,People's United Bank,231,44 Moosehead Trail,Newport Maine Branch,12,Newport,Penobscot,19,16981,0,1/1/2009,5/28/1997,44.836576,-69.286933,Maine,23,289841,4953
2014,27334,People's United Bank,232,12 Main Street,Milford Maine Branch,12,Milford,Penobscot,19,7416,0,1/1/2009,1/24/2000,44.939437,-68.642056,Maine,23,357439,4461
2014,27334,People's United Bank,233,191 River Road,Orrington,12,Orrington,Penobscot,19,6554,0,1/1/2009,11/8/1999,44.754865,-68.795339,Maine,23,357442,4474
2014,27334,People's United Bank,236,335 Main Street,Main Street Waterville Branch,11,Waterville,Kennebec,11,16750,0,1/1/2009,7/30/2007,44.566624,-69.63766,Maine,23,467517,4901
2014,27334,People's United Bank,238,3 Elm Street,Arundel Branch,11,Kennebunkport,York,31,38513,0,1/1/2009,4/15/1957,43.360006,-70.475676,Maine,23,202471,4046
2014,27334,People's United Bank,239,1597 Post Road,Webhannet Branch,11,Wells,York,31,54639,0,1/1/2009,7/17/1962,43.323422,-70.580072,Maine,23,202472,4090
2014,27334,People's United Bank,240,11 Woodbridge Road,York Branch,11,York,York,31,47630,0,1/1/2009,4/2/1973,43.14408,-70.647033,Maine,23,202473,3909
2014,27334,People's United Bank,241,17 Walker Street,Kittery Branch,11,Kittery,York,31,34936,0,1/1/2009,5/1/1980,43.08607,-70.745063,Maine,23,202475,3904
2014,27334,People's United Bank,243,8 Norton Street,South Berwick Branch,11,South Berwick,York,31,22146,0,1/1/2009,11/4/1996,43.235792,-70.809684,Maine,23,202478,3908
2014,27334,People's United Bank,271,100 Main Street,Kennebunk Branch,11,Kennebunk,York,31,44718,0,1/1/2009,10/12/2004,43.386957,-70.53877,Maine,23,432851,4043
2014,28288,"Auburn Savings Bank, FSB",0,256 Court St,"Auburn Savings Bank, FSB",11,Auburn,Androscoggin,1,38297,1,,1887-01-01,44.09799,-70.233894,Maine,23,41122,4210
2014,28288,"Auburn Savings Bank, FSB",1,325 Sabattus Street,Lewiston Branch,11,Lewiston,Androscoggin,1,12732,0,,11/22/2004,44.100721,-70.199141,Maine,23,495246,4240
2014,28369,"Rockland Savings Bank, FSB",0,582 Main Street,"Rockland Savings Bank, FSB",11,Rockland,Knox,13,62407,1,,1888-01-01,44.109734,-69.109483,Maine,23,41203,4841
2014,28369,"Rockland Savings Bank, FSB",1,1341 Atlantic Hwy,Waldoboro Branch,11,Waldoboro,Lincoln,15,8163,0,,6/30/2006,44.101157,-69.38655,Maine,23,461433,4572
2014,29636,First Federal Savings and Loan Association of Bath,0,125 Front St,First Federal Savings and Loan Association Of Bath,11,Bath,Sagadahoc,23,42164,1,,1/1/1935,43.913882,-69.814141,Maine,23,42470,4530
2014,29636,First Federal Savings and Loan Association of Bath,1,41 Townsend Avenue,41 Townsend Avenue Branch,11,Boothbay Harbor,Lincoln,15,26599,0,,1/1/1935,43.852857,-69.626953,Maine,23,276199,4538
2014,29636,First Federal Savings and Loan Association of Bath,2,238 Main Street,238 Main Street Branch,11,Damariscotta,Lincoln,15,16524,0,,1/1/1935,44.031884,-69.52926,Maine,23,276200,4543
2014,29636,First Federal Savings and Loan Association of Bath,100,55 Congress Avenue,55 Congress Ave. Branch,11,Bath,Sagadahoc,23,10887,0,,6/30/1986,43.912154,-69.83281,Maine,23,276201,4530
2014,29636,First Federal Savings and Loan Association of Bath,101,695 Bath Road,695 Bath Road-Branch,11,Wiscasset,Lincoln,15,2247,0,,8/2/2010,43.983464,-69.698776,Maine,23,521607,4578
2014,29661,Kennebec Federal Savings and Loan Association of Waterville,0,70 Main Street,Kennebec Federal Savings and Loan Association Of Waterville,11,Waterville,Kennebec,11,40357,1,,3/1/1936,44.54962,-69.630026,Maine,23,42495,4901
2014,29661,Kennebec Federal Savings and Loan Association of Waterville,1,11 Washington Street,Waterville Branch,11,Waterville,Kennebec,11,16153,0,,7/17/2007,44.546291,-69.675524,Maine,23,491981,4901
